CAL4550,opel,discuss,06-Aug-11,1220.36,FALSE
CAL6086,skoda,swung,31-Jan-14,162.98,FALSE
CAL9138,opel,farmer,03-Jun-11,760.35,FALSE
CBR3578,fiat,mysterious,11-Mar-14,1166.28,FALSE
CBR4931,skoda,protection,09-Dec-17,766.35,FALSE
CBR5295,peugeot,gray,12-Apr-01,576.54,FALSE
CBR6082,skoda,steel,28-Feb-06,916.77,FALSE
CGD4871,skoda,locate,24-May-15,292.26,FALSE
CGD5665,skoda,so,29-May-10,608.39,FALSE
CGD8118,fiat,thee,11-May-11,146.23,FALSE
CIN2243,fiat,smoke,05-Aug-08,467.34,FALSE
CIN5539,opel,thank,22-Jan-14,958.42,FALSE
CIN5922,opel,pencil,09-Feb-10,740.69,FALSE
CLI1072,fiat,taste,02-Apr-13,825.45,FALSE
CLI2974,fiat,thread,22-Sep-13,783,FALSE
CLI3882,renault,hurry,08-Jul-03,240.36,FALSE
CMG1491,skoda,along,15-Aug-12,492.57,FALSE
CMG3232,fiat,force,28-Aug-10,573.5,FALSE
CMG3443,fiat,excitement,28-Nov-04,1489.51,FALSE
CNA2202,renault,why,20-Jun-05,505.99,FALSE
CNA7148,skoda,nails,21-Mar-08,1093.79,FALSE
CNA8582,fiat,center,17-Jan-20,1333.03,FALSE
CRA1739,opel,rapidly,25-Mar-13,385.29,FALSE
CRA6200,skoda,tape,09-Jan-13,213.06,FALSE
CRA7854,fiat,mice,15-Jun-12,1250.39,FALSE
CT14334,peugeot,language,29-Jun-07,419.77,FALSE
CT71053,skoda,imagine,10-Mar-17,1418.74,FALSE
CT88519,renault,pattern,09-May-21,829.1,FALSE
CT95703,opel,its,03-Jun-16,714.42,FALSE
CTR1744,skoda,driver,25-Oct-08,649.12,FALSE
CTR4650,renault,orbit,18-Jun-99,1441.73,FALSE
CTR5544,fiat,vowel,04-Nov-04,279.22,FALSE
CTR8708,opel,caught,13-Feb-11,928.83,FALSE
CW23003,opel,law,20-Aug-15,581.04,FALSE
CW23550,opel,pay,12-Jun-15,1323.84,FALSE
CW62454,opel,energy,24-Oct-01,1247.19,FALSE
CW82991,skoda,engineer,22-Nov-05,1353.83,FALSE
CWL1412,audi,vowel,27-Dec-13,443.31,FALSE
CWL1669,skoda,race,02-Feb-12,355.6,FALSE
CWL5723,mercedes,protection,22-Apr-03,678.87,FALSE
CZN2124,chrysler,today,24-Aug-19,778.06,FALSE
CZN6454,renault,it,03-Jan-18,1310.67,FALSE
CZN7504,fiat,toward,27-Nov-12,1092.06,FALSE
CZN8898,mazda,soft,22-Mar-17,1398.97,FALSE
DB35095,toyota,bottom,24-May-06,468,FALSE
DB44154,bmw,station,13-Feb-16,631.04,FALSE
DB47144,fiat,riding,04-Jun-20,386.17,FALSE
DBA2491,fiat,silver,26-Mar-20,354.6,FALSE
DBA3283,fiat,mission,18-Jun-00,1319.76,FALSE
DBA4114,bmw,college,01-Oct-12,689.26,FALSE
DBA4612,peugeot,birthday,01-Jun-00,1266.29,FALSE
DBA6653,fiat,wolf,25-Apr-01,1242.58,FALSE
DBA9927,opel,shoulder,27-Aug-06,570.13,FALSE
DDZ1996,skoda,above,12-Dec-12,698.44,FALSE
DDZ5943,opel,however,02-Oct-19,306.08,FALSE
DDZ9767,seat,tea,23-May-02,768.5,FALSE
DGL1624,mercedes,triangle,26-Jul-15,120.2,FALSE
DGL5448,fiat,appearance,30-Jun-19,1376.12,FALSE
DGL8423,citroen,ordinary,07-Jun-17,879.28,FALSE
DGR4034,toyota,pleasure,15-Feb-09,694.18,FALSE
DGR8301,opel,unhappy,13-Dec-06,1219.2,FALSE
DGR9115,fiat,flies,19-Dec-12,1387.68,FALSE
DJ16323,fiat,face,29-Jul-11,1345.52,FALSE
DJ28753,fiat,buffalo,22-Apr-10,361.16,FALSE
DJ33404,lancia,careful,15-Mar-01,1481.34,FALSE
DJ35435,renault,plan,09-May-08,124.15,FALSE
DJ36945,fiat,order,20-Oct-15,618.28,FALSE
DJ37262,renault,deep,28-Feb-04,562.63,FALSE
DJ40543,opel,raise,04-Oct-02,539.34,FALSE
DJ63204,lancia,cutting,17-Oct-19,874.15,FALSE
DJ64554,fiat,include,04-Apr-06,1479.3,FALSE
DJ66624,fiat,political,11-Jun-19,777.48,FALSE
DJ73433,opel,short,17-Jul-12,110.33,FALSE
DJ79147,toyota,run,29-Nov-12,955.02,FALSE
DJ82444,fiat,create,16-Jan-09,331.47,FALSE
DJ85803,lancia,right,04-Oct-01,1315.03,FALSE
DJ94313,daewoo,familiar,29-Jun-20,588.25,FALSE
DJA5443,fiat,broken,26-Aug-21,493.72,FALSE
DJA5775,skoda,meal,06-Oct-17,766.84,FALSE
DJA8532,skoda,excitement,18-Jan-01,573.84,FALSE
DJA9493,fiat,rule,22-Nov-13,522.81,FALSE
DJE1932,fiat,pet,29-Mar-06,594.31,FALSE
DJE2814,fiat,news,11-Aug-99,1065.63,FALSE
DJE6597,toyota,feel,06-Apr-09,489.89,FALSE
DJE7250,fiat,season,07-Apr-11,1055.55,FALSE
DJE7644,renault,foot,29-Dec-21,392.77,FALSE
DJE8763,skoda,being,27-Aug-17,1167.35,FALSE
DJE8913,renault,poet,10-Feb-09,1148.17,FALSE
DJE9927,citroen,flies,17-Jul-10,130.21,FALSE
DKA3864,saab,physical,29-Dec-01,289.16,FALSE
DKA5579,fiat,religious,17-Mar-12,1029.27,FALSE
DKA9085,saab,ask,17-Mar-18,407.08,FALSE
DKL8403,volvo,shall,18-Oct-03,682.21,FALSE
DKL8674,toyota,below,31-Mar-12,993.99,FALSE
DKL9008,saab,asleep,26-May-16,1048.06,FALSE
DL21234,chrysler,officer,05-Feb-03,505.97,FALSE
DL27602,skoda,us,01-Apr-02,886.73,FALSE
DL29754,fiat,new,16-Aug-12,1486.09,FALSE
DL29759,mercedes,tea,29-Jul-03,829.5,FALSE
DL37722,fiat,mix,03-Jul-06,716.39,FALSE
DL41003,skoda,having,18-Nov-00,840.17,FALSE
DL46093,toyota,silly,24-Jan-06,1150.56,FALSE
DL66712,toyota,biggest,07-Mar-08,1126.96,FALSE
DL67344,peugeot,numeral,12-Feb-06,668.13,FALSE
DL76345,skoda,machinery,12-Jul-06,1129.93,FALSE
DLU6211,skoda,plain,03-Oct-07,1213.39,FALSE
DLU6832,lancia,due,25-Sep-18,916.13,FALSE
DLU8512,mazda,double,12-Oct-21,982.8,FALSE
DLW1258,renault,heard,13-Jan-10,1384.09,FALSE
DLW7967,fiat,exact,20-Mar-21,1015.25,FALSE
DLW8327,fiat,shelter,21-Jun-20,270.76,FALSE
DOA2020,toyota,poem,11-Jan-00,1232.72,FALSE
DOA2827,chrysler,street,25-Aug-99,1306.71,FALSE
DOA3393,opel,improve,12-Jul-99,1295.28,FALSE
DOL3935,chrysler,labor,29-Nov-17,902.95,FALSE
DOL6064,toyota,slave,08-May-15,1160.42,FALSE
DOL7674,fiat,class,26-Dec-15,522.07,FALSE
DPL2105,lancia,excitement,29-Aug-99,658.85,FALSE
DPL2940,skoda,extra,11-May-07,1131.03,FALSE
DPL7463,skoda,valley,28-Sep-06,1064.33,FALSE
DSR5697,opel,pretty,18-Aug-12,1317.97,FALSE
DSR7406,daewoo,mud,23-Dec-17,1403.91,FALSE
DSR7622,volvo,same,17-Jan-21,973.37,FALSE
DSR8330,fiat,corner,24-Mar-10,1223.01,FALSE
DSR9248,daewoo,teach,09-Sep-20,1362.48,FALSE
DSR9807,audi,dawn,16-Jan-06,1127.99,FALSE
DSW2189,skoda,heading,01-Nov-03,1154.17,FALSE
DSW2724,peugeot,bow,26-Aug-04,1200.49,FALSE
DSW4524,skoda,noise,29-Mar-19,1242.73,FALSE
DW21154,peugeot,battle,22-Jul-15,768.99,FALSE
DW21323,fiat,came,25-Sep-14,154.31,FALSE
DW21363,opel,acres,22-Dec-99,882.29,FALSE
DW22505,peugeot,entire,12-Nov-00,1361.87,FALSE
DW24843,opel,voyage,14-Nov-12,1410.81,FALSE
DW36234,skoda,safety,11-Mar-09,588.35,FALSE
DW36266,fiat,chosen,20-Jun-04,1414.36,FALSE
DW40383,opel,be,29-Jun-15,1297.64,FALSE
DW46098,mercedes,putting,21-Jun-07,634.61,FALSE
DW47625,toyota,new,17-Sep-09,765.52,FALSE
DW47952,opel,breathing,31-Dec-07,1217.26,FALSE
DW49125,chrysler,pride,09-Apr-12,488.19,FALSE
DW68473,fiat,there,15-Mar-04,516.84,FALSE
DW71800,chrysler,sport,22-Mar-06,315.56,FALSE
DW75259,volkswagen,store,15-Jul-16,884.31,FALSE
DW75354,fiat,rest,12-Aug-20,341.18,FALSE
DW86962,fiat,share,16-Jul-16,323.02,FALSE
DW87065,fiat,slow,14-Jun-20,1050.81,FALSE
DW89033,saab,since,26-Jan-00,601.83,FALSE
DZG1632,fiat,notice,13-Jun-21,1296.16,FALSE
DZG6498,fiat,leader,08-Feb-18,1127.17,FALSE
DZG7321,honda,division,02-Apr-03,1034.07,FALSE
DZL1342,peugeot,action,18-Dec-21,115.04,FALSE
DZL1567,skoda,first,01-Oct-04,207,FALSE
DZL3002,opel,although,08-Dec-05,1275.57,FALSE
DZL5943,opel,environment,25-Nov-02,964.55,FALSE
DZL8271,lancia,occur,22-Mar-18,1485.11,FALSE
DZL8845,skoda,bright,14-May-12,791.51,FALSE
ELC4821,skoda,refused,10-Mar-06,112.99,FALSE
ELC6690,chrysler,pink,08-Sep-12,412.68,FALSE
ELC7432,saab,green,20-Jun-03,429.64,FALSE
ELE5131,skoda,original,07-Dec-16,115.08,FALSE
ELE7023,fiat,colony,19-Feb-05,600.14,FALSE
ELK2494,peugeot,select,20-Dec-18,985.91,FALSE
ELK3618,fiat,shoot,25-Jan-08,370.48,FALSE
ELK4968,skoda,concerned,09-Mar-05,888.12,FALSE
EPD1918,fiat,that,12-Jan-21,487.82,FALSE
EPD5234,lancia,faster,27-Jun-02,998.15,FALSE
EPD5784,opel,future,13-Jul-10,566.68,FALSE
EPD5891,skoda,lesson,27-Mar-12,264.14,FALSE
EPD8934,skoda,fresh,25-Oct-13,941.17,FALSE
EPD9220,skoda,friend,26-Jun-21,624.7,FALSE
ES31732,skoda,distant,04-Jul-10,442.77,FALSE
ES38246,renault,by,16-Jul-16,1158.57,FALSE
ES63675,fiat,wash,22-Apr-11,1256.05,FALSE
ESK1959,fiat,felt,10-Mar-14,418.61,FALSE
ESK6962,opel,same,06-Mar-18,1298.15,FALSE
ESK8407,skoda,pain,08-Mar-20,430.63,FALSE
FGW2190,fiat,dinner,05-Mar-05,677.77,FALSE
FGW2408,renault,thee,01-Aug-02,519.55,FALSE
FGW7055,peugeot,throw,27-Apr-01,1198.69,FALSE
FGW7505,opel,equator,19-Dec-00,455.23,FALSE
FGW8203,saab,single,01-Oct-13,1186.66,FALSE
FGW9762,skoda,any,04-Oct-03,750.36,FALSE
FKR3128,peugeot,how,16-Mar-02,991.85,FALSE
FKR6096,daewoo,split,01-Feb-06,1270.5,FALSE
FKR8829,opel,balloon,23-May-09,943.77,FALSE
FNW1532,fiat,live,10-Jul-05,1448.37,FALSE
FNW1640,skoda,east,30-Oct-99,231.07,FALSE
FNW6250,skoda,sight,23-Aug-01,549.43,FALSE
FNW7369,fiat,trick,24-Mar-04,285.98,FALSE
FNW8794,skoda,relationship,25-Mar-02,177.32,FALSE
FSD1243,renault,kitchen,24-Apr-13,1064.52,FALSE
FSD1970,daewoo,lose,19-Jul-18,1169.5,FALSE
FSD3142,renault,threw,17-Jan-04,1375.15,FALSE
FSD6303,renault,cake,16-May-16,1282.79,FALSE
FSD6958,renault,distance,06-Jul-18,883.11,FALSE
FSD7528,fiat,breathing,13-Dec-14,274.06,FALSE
FSW1459,fiat,ride,10-Feb-13,1495.01,FALSE
FSW3360,peugeot,shoe,27-Jun-18,1253.11,FALSE
FSW6615,renault,against,24-May-06,948.97,FALSE
FZA4700,renault,though,22-Sep-19,368.76,FALSE
FZA9191,skoda,already,09-Sep-16,292.09,FALSE
FZA9532,renault,atom,02-Nov-16,1100.18,FALSE
FZI4062,skoda,stood,08-Jun-05,1237.62,FALSE
FZI4763,daewoo,beside,07-Feb-18,1203.64,FALSE
FZI5110,mercedes,search,19-Sep-06,1468.61,FALSE
FZI7940,fiat,plastic,02-Aug-03,293.01,FALSE
FZI8015,mercedes,introduced,15-Aug-21,1348.63,FALSE
FZI8707,skoda,gently,03-Jul-06,508.47,FALSE
GA75003,chrysler,have,20-Oct-12,1354.76,FALSE
GA91590,toyota,quiet,17-May-16,194.29,FALSE
GA92059,fiat,finest,22-Oct-99,1394.52,FALSE
GBY1463,saab,wave,31-Dec-04,156.65,FALSE
GBY4687,opel,stay,04-Jul-01,902.66,FALSE
GBY8975,toyota,mean,14-Jul-20,503.28,FALSE
GCH5582,mercedes,receive,04-Oct-14,892.37,FALSE
GCH7707,opel,say,24-Aug-16,955.67,FALSE
GCH9779,chrysler,did,26-Jul-17,1232.44,FALSE
GCZ2210,mercedes,making,15-Jul-05,416.4,FALSE
GCZ4657,fiat,great,29-Aug-08,1114.76,FALSE
GCZ6868,fiat,space,08-Mar-12,783.25,FALSE
GDA2473,fiat,shoe,10-Apr-03,418.63,FALSE
GDA3050,citroen,breathing,22-Jul-07,565.47,FALSE
GDA3873,skoda,honor,22-Feb-14,788.89,FALSE
GDA7400,fiat,available,02-Jan-00,1109.15,FALSE
GDA7640,skoda,box,04-Jul-06,624.24,FALSE
GDA8255,peugeot,few,04-Oct-03,381.35,FALSE
GDA9242,fiat,bridge,25-May-04,434.91,FALSE
GKS1644,fiat,eight,08-Dec-04,190.32,FALSE
GKS5459,fiat,refer,29-Jul-02,747.78,FALSE
GKS7195,fiat,result,02-Jul-10,735.38,FALSE
GND2035,skoda,cave,16-Apr-21,397.28,FALSE
GND2190,skoda,image,07-Dec-18,1479.5,FALSE
GND4488,mazda,experiment,18-Dec-11,671.31,FALSE
GPU2289,skoda,pitch,10-Apr-02,673.95,FALSE
GPU4229,opel,term,08-Aug-06,240.2,FALSE
GPU7761,toyota,arm,03-Dec-17,276.59,FALSE
GSP3678,fiat,easy,17-Apr-10,1330.14,FALSE
GSP6376,fiat,go,04-Sep-18,1071.32,FALSE
GSP7446,fiat,my,30-Aug-15,1455.47,FALSE
GST3889,fiat,glass,26-Dec-09,558.59,FALSE
GST5519,opel,primitive,08-Dec-99,1311.17,FALSE
GST6167,opel,weather,01-Jan-04,678.72,FALSE
GTC2880,skoda,series,04-Dec-13,361.56,FALSE
GTC5981,fiat,harder,09-Jul-08,505.24,FALSE
GTC7625,toyota,quite,18-Jul-05,856.61,FALSE
GWE6003,fiat,thing,09-Jun-15,648.91,FALSE
GWE6339,toyota,lead,02-Oct-05,651.33,FALSE
GWE7183,fiat,compare,01-Jan-03,673.31,FALSE
KBR1063,toyota,central,09-Jun-08,356.25,FALSE
KBR4314,skoda,guard,01-May-02,542.3,FALSE
KBR6604,renault,grow,07-Jan-06,1184.36,FALSE
KCH1228,daewoo,eye,31-Mar-10,751.78,FALSE
KCH2524,nissan,wheat,30-Mar-19,520.92,FALSE
KCH7117,skoda,scared,19-Dec-07,426.93,FALSE
KDA3258,opel,close,20-Feb-21,655.57,FALSE
KDA5967,skoda,bright,22-Mar-02,975.85,FALSE
KDA8504,fiat,acres,11-Dec-07,1136.58,FALSE
KGR2641,peugeot,fight,28-Mar-17,1333.31,FALSE
KGR4823,opel,properly,20-Feb-15,1406.16,FALSE
KGR9380,toyota,business,23-Feb-04,978.68,FALSE
KKT1293,fiat,observe,14-Aug-05,528.65,FALSE
KKT3567,bmw,graph,04-Mar-08,360.71,FALSE
KKT4072,fiat,perhaps,25-Feb-00,1019.96,FALSE
KL77016,citroen,slept,01-Aug-16,235.23,FALSE
KLI2565,fiat,forest,18-Nov-03,875.4,FALSE
KLI8005,fiat,failed,24-Jul-14,240.16,FALSE
KLI9082,kia,smooth,04-Feb-15,512.16,FALSE
KMI4477,renault,skill,21-May-05,693.19,FALSE
KMI4661,peugeot,split,24-Apr-17,1254.25,FALSE
KMI6346,fiat,should,25-Apr-21,794.8,FALSE
KMI8443,fiat,mine,06-Jun-13,178.78,FALSE
KNS1656,peugeot,stood,06-Apr-10,552.99,FALSE
KNS2624,opel,ball,11-Oct-13,657.86,FALSE
KNS9257,fiat,crew,18-Jul-15,1047.79,FALSE
KNT1384,skoda,area,08-Dec-01,942.45,FALSE
KNT1559,opel,salt,18-Jun-09,1468.48,FALSE
KNT9157,honda,directly,31-Oct-19,706.31,FALSE
KOL2593,renault,differ,06-May-13,431.43,FALSE
KOL4195,mercedes,railroad,02-Jan-03,151.77,FALSE
KPR2692,daewoo,slowly,09-Jul-02,1292.05,FALSE
KPR3852,skoda,relationship,18-Aug-16,1141.26,FALSE
KPR9172,toyota,tool,08-Sep-08,905.07,FALSE
KR21004,fiat,member,14-Nov-15,848.96,FALSE
KR85286,volkswagen,write,26-Dec-07,263.89,FALSE
KR97940,skoda,weight,11-Jan-08,1324.66,FALSE
KRA1360,toyota,ice,07-Jan-15,863.88,FALSE
KRA5053,nissan,individual,11-Jan-13,116.56,FALSE
KRA5187,chrysler,thirty,07-Mar-12,573.46,FALSE
KSU1543,toyota,slept,14-Nov-17,567.52,FALSE
KSU4111,opel,conversation,24-Nov-15,1365.89,FALSE
KSU6969,fiat,floor,12-Aug-04,742.65,FALSE
KTA2142,opel,contain,20-Oct-12,854.53,FALSE
KTA3662,saab,jar,04-Feb-12,169.96,FALSE
KTA5359,toyota,tape,05-Dec-12,256.62,FALSE
KTA7707,fiat,skin,22-Jun-12,877.78,FALSE
KTA9565,toyota,stuck,29-Dec-20,1482.19,FALSE
KTA9675,seat,afternoon,07-Nov-07,223.51,FALSE
LBI3537,renault,fireplace,27-May-18,1331.61,FALSE
LBI6152,fiat,pan,03-Nov-15,1183.33,FALSE
LBI6785,fiat,most,30-Dec-06,352.07,FALSE
LBI8039,fiat,closer,25-Sep-09,366.6,FALSE
LBI9904,seat,solution,20-May-04,731.4,FALSE
LBI9970,renault,captain,11-Jun-12,913.97,FALSE
LBL2857,renault,rocket,04-Feb-10,1089.18,FALSE
LBL6103,toyota,usual,27-May-01,1491.99,FALSE
LBL7214,fiat,carbon,31-May-09,1465.48,FALSE
LHR3507,skoda,sleep,18-May-18,1270.29,FALSE
LHR6566,fiat,lucky,17-Sep-05,1479.9,FALSE
LHR9277,skoda,hundred,13-Feb-17,847.73,FALSE
LJA4299,renault,fine,03-Feb-02,739.82,FALSE
LJA5534,opel,forest,10-Jan-13,367.54,FALSE
LJA8634,fiat,any,30-Oct-00,838.85,FALSE
LLE3799,fiat,compound,25-Sep-18,1030.16,FALSE
LLE5253,fiat,hung,30-Jan-03,193.82,FALSE
LLE6065,fiat,mirror,25-Mar-13,1034.74,FALSE
LLU3159,skoda,topic,07-Mar-13,1243.53,FALSE
LLU3222,skoda,naturally,10-Dec-00,659.57,FALSE
LLU5430,nissan,slept,01-Aug-02,673.23,FALSE
LLU8125,skoda,lay,09-Mar-10,651.51,FALSE
LLU8531,fiat,west,05-Jul-06,1223.73,FALSE
LLU9219,fiat,buy,28-Oct-11,739.24,FALSE
LRA1526,skoda,excited,25-Jul-15,119.05,FALSE
LRA2818,renault,angry,17-Dec-01,1482.19,FALSE
LRA3731,skoda,wolf,27-Jun-18,1414.26,FALSE
LTM2878,skoda,copper,07-May-11,1266.52,FALSE
LTM7707,renault,block,19-Oct-99,1147.06,FALSE
LTM8266,skoda,discussion,21-Jul-04,1153.4,FALSE
LU20372,skoda,hunter,26-Mar-19,713.28,FALSE
LU48923,chrysler,we,18-Jun-21,977.72,FALSE
LU49073,toyota,captured,17-Apr-13,915.14,FALSE
LU70033,toyota,brain,12-Apr-02,1473.99,FALSE
LU70503,toyota,angry,07-Jun-15,382.09,FALSE
LU78914,opel,steam,03-Mar-15,649.24,FALSE
LU82822,toyota,accept,18-Feb-03,1475.85,FALSE
LU88129,skoda,prevent,13-Jul-09,972.68,FALSE
LU95221,saab,function,03-Jul-05,558.7,FALSE
LUB2834,opel,seat,25-Nov-21,589.78,FALSE
LUB4525,fiat,kind,05-Jul-00,640.16,FALSE
LUB5273,fiat,caught,23-May-02,534.09,FALSE
LUB8127,fiat,graph,26-Dec-15,405.26,FALSE
LUB8258,toyota,adventure,13-Mar-19,1114.33,FALSE
LUB9049,fiat,station,30-Mar-02,1138.24,FALSE
NEL1218,toyota,pencil,02-Oct-12,1291.79,FALSE
NEL1636,seat,which,20-Sep-19,327.44,FALSE
NEL3238,fiat,probably,06-Mar-18,967.95,FALSE
NGO2997,fiat,steel,09-Apr-01,1265.62,FALSE
NGO3405,saab,officer,28-May-05,438.3,FALSE
NGO5100,mercedes,below,26-Aug-14,1298.88,FALSE
NKE2313,opel,wherever,14-Feb-12,1408.42,FALSE
NKE4141,chrysler,visitor,24-Apr-02,398.1,FALSE
NKE8081,nissan,his,30-Mar-10,156.59,FALSE
NOG2692,toyota,pay,29-Dec-11,514.79,FALSE
NOG5017,chrysler,please,06-Apr-20,679.77,FALSE
NOG5192,fiat,story,05-Jan-12,1113.42,FALSE
NPI6954,citroen,lake,30-Apr-00,1119.68,FALSE
NPI8546,peugeot,can,26-Aug-19,813.6,FALSE
NPI9034,mercedes,unit,17-Jul-11,845.35,FALSE
NSZ2523,mercedes,state,07-Jun-15,729.14,FALSE
NSZ2785,lancia,climate,31-May-21,122.52,FALSE
NSZ2811,mazda,drove,06-Aug-17,176.4,FALSE
NWE4018,fiat,plus,14-Aug-99,296.38,FALSE
NWE4941,skoda,brought,23-Oct-07,879.08,FALSE
NWE9853,peugeot,making,25-Mar-09,1383.77,FALSE
OK12171,bmw,go,30-Sep-10,1078.5,FALSE
OK14785,fiat,south,18-Jan-21,1499.71,FALSE
OK17136,skoda,bee,09-Mar-17,1293.86,FALSE
ONY1613,saab,newspaper,16-Aug-19,501.07,FALSE
ONY9423,opel,realize,18-Oct-10,612.11,FALSE
ONY9768,honda,consist,15-Dec-17,618.57,FALSE
OP23950,daewoo,seen,24-Jan-07,767.84,FALSE
OP41243,renault,twice,13-Jul-15,779.83,FALSE
OP56555,seat,this,15-May-18,137.12,FALSE
OP69403,skoda,quite,23-Aug-10,1459.94,FALSE
OP77389,chrysler,among,03-Dec-20,151.58,FALSE
OP82054,volvo,bee,08-Apr-10,1100.37,FALSE
OP82354,seat,frequently,15-May-21,1308.99,FALSE
OPL1726,peugeot,surface,01-Dec-12,1274.22,FALSE
OPL3843,mazda,thy,01-Sep-99,1429.24,FALSE
OPL8265,saab,government,01-May-12,980.23,FALSE
OPR2290,volkswagen,nearby,11-Aug-12,100.37,FALSE
OPR8555,opel,enemy,09-Nov-99,1229.07,FALSE
OPR9728,peugeot,loss,12-Oct-07,1362.78,FALSE
OST8640,skoda,sale,22-Aug-09,557.76,FALSE
OST9033,skoda,direction,07-Sep-18,992.6,FALSE
OST9612,audi,smooth,30-Apr-16,833.72,FALSE
PCH2559,mercedes,but,30-Mar-04,219.52,FALSE
PCH3068,fiat,telephone,13-Oct-02,256.79,FALSE
PCH3853,fiat,shelter,14-Jan-17,1490.83,FALSE
PCH5508,toyota,mathematics,28-Jan-18,608.22,FALSE
PCT1401,fiat,earlier,17-Dec-00,895.2,FALSE
PCT5879,peugeot,yes,25-Oct-10,579.79,FALSE
PCT6093,citroen,hidden,26-Mar-00,1009.98,FALSE
PCT7548,toyota,street,14-May-18,1150.37,FALSE
PCZ1500,fiat,refer,04-Dec-14,625.83,FALSE
PCZ2875,renault,along,26-Aug-05,312.9,FALSE
PCZ5481,chrysler,hole,29-Dec-19,1112.52,FALSE
PCZ7730,renault,least,14-Oct-14,1074.73,FALSE
PEW4873,toyota,salmon,02-Mar-09,427.37,FALSE
PEW5907,peugeot,noted,20-Jan-03,1170.84,FALSE
PEW6722,daewoo,class,14-Mar-06,1315.6,FALSE
PEW8962,skoda,snow,14-Jul-10,164.65,FALSE
PGS1481,mercedes,art,18-Jul-09,1425.17,FALSE
PGS2000,fiat,ahead,19-Jun-13,756.77,FALSE
PGS3088,opel,fell,23-Oct-19,687.46,FALSE
PGS3326,audi,bill,21-Dec-12,714.52,FALSE
PGS7668,peugeot,rocky,14-May-01,125.87,FALSE
PGS8228,fiat,collect,02-Sep-00,327.59,FALSE
PGS9942,lancia,branch,03-Jan-10,825.92,FALSE
PK32613,fiat,church,08-Sep-08,1297.35,FALSE
PK32671,fiat,bring,04-Sep-03,398.84,FALSE
PK62232,skoda,corn,28-Apr-04,1364.35,FALSE
PK95832,skoda,sweet,23-Jul-02,801.65,FALSE
PKA1023,fiat,led,24-Jul-08,793.21,FALSE
PKA1093,chrysler,way,08-Jun-04,886.22,FALSE
PKA1353,fiat,plates,10-May-15,608.04,FALSE
PKA9601,lancia,whispered,28-Dec-04,435.83,FALSE
PKN1824,renault,guess,27-Mar-08,109.16,FALSE
PKN4514,skoda,mountain,07-Aug-03,1000.42,FALSE
PKN5629,chrysler,noon,08-Jan-00,438.25,FALSE
PKN8919,fiat,paint,09-Mar-00,425.04,FALSE
PKR2419,chrysler,bring,06-May-19,1323.24,FALSE
PKR6509,nissan,missing,02-Aug-07,668.98,FALSE
PKR9139,opel,careful,07-Apr-21,992.34,FALSE
PKS3284,lancia,deep,17-Jan-19,1240.79,FALSE
PKS3880,renault,powder,03-Feb-15,1468.36,FALSE
